Character, Abs. Freq., Rel. Freq.
事,4,540541
史,8,1081081
職,2,270270
从,6,810811
：,4,540541
屬,2,270270
正,2,270270
中,4,540541
省,2,270270
記,2,270270
聲,2,270270
持,2,270270
