Character, Abs. Freq., Rel. Freq.
續,1,172414
聮,1,172414
：,4,689655
丿,1,172414
屬,1,172414
隨,1,172414
帛,1,172414
䌛,2,344828
緜,1,172414
微,1,172414
從,1,172414
从,7,1206897
繋,1,172414
孫,2,344828
系,7,1206897
聲,2,344828
糸,1,172414
